Bytes	before-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	116801536	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	116801536	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	116785152	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	128774144	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	128774144	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	128774144	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	128774144	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	128774144	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	128774144	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	128786432	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	128786432	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	128811008	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	128811008	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	128782336	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	128782336	org.lmdbjava.bench.Chronicle.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	107036672	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-true-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	after-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-true-valRandom-false-valSize-100
Bytes	before-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	before-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	after-close	119037952	org.lmdbjava.bench.LevelDB.readKey-SampleTime-intKey-false-num-1000000-sequential-false-valRandom-false-valSize-100
Bytes	compacted	117452800	org.lmdbjava.bench.LMDB DB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100-writeMap-true-compacted
Bytes	before-close	117465088	org.lmdbjava.bench.LMDB DB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100-writeMap-true
Bytes	after-close	117465088	org.lmdbjava.bench.LMDB DB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100-writeMap-true
Bytes	compacted	117452800	org.lmdbjava.bench.LMDB DB.readKey-SampleTime-intKey-true-num-1000000-sequential-true-valRandom-false-valSize-100-writeMap-true-compacted
